surname,ids,gender,age_bin,geography,creditscore,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,churn_prediction,churn_score
Hsiung,155364-15598088,Female,26-35,France,656,32,8,0.0,1,1.0,1.0,118724.69,0,0.13935627
Trevisani,50624-15577078,Male,46-60,Germany,753,50,1,104763.41,1,1.0,1.0,861.4,1,0.6025034
Onwuamaeze,90341-15656300,Female,46-60,France,588,55,9,0.0,2,1.0,1.0,133535.29,0,0.1404109
Chizoba,106445-15714046,Female,46-60,Germany,535,52,8,130233.14,1,0.0,0.0,1790.48,1,0.8929555
Niu,38220-15743044,Female,46-60,France,604,46,3,0.0,1,1.0,0.0,12092.49,1,0.83768713
K?,164269-15676091,Male,46-60,Germany,570,48,10,131307.11,1,1.0,1.0,142995.32,1,0.56905127
K?,72724-15595815,Male,36-45,France,613,42,9,103763.46,1,1.0,1.0,88852.25,0,0.11061187
Genovesi,74772-15625716,Male,26-35,France,697,33,7,128131.73,1,0.0,1.0,113677.53,0,0.043758523
McIntyre,34934-15758813,Male,26-35,France,718,33,7,152347.01,1,1.0,1.0,129936.53,0,0.031985555
Chiekwugo,66511-15709861,Female,26-35,Germany,652,28,2,125806.24,1,1.0,1.0,93877.78,0,0.16869105
Y?,105750-15758531,Female,46-60,Germany,704,46,8,106938.11,3,0.0,0.0,181918.26,1,0.9644538
Onyemauchechukwu,67228-15589435,Male,36-45,France,469,36,8,0.0,1,1.0,1.0,61792.76,0,0.15088117
Chiwetelu,120014-15694641,Male,36-45,Spain,695,36,6,99897.53,2,0.0,0.0,184977.2,0,0.06305938
Norman,102859-15735246,Male,46-60,France,715,48,10,0.0,1,1.0,0.0,119071.56,1,0.76214707
Cattaneo,40326-15751203,Female,26-35,France,702,26,5,56738.47,2,1.0,1.0,100442.22,0,0.046353325
Okwudiliolisa,1442-15777033,Female,46-60,Spain,716,52,6,0.0,1,0.0,1.0,179252.31,1,0.71832746
Chibugo,25748-15591986,Male,46-60,Germany,748,60,0,94762.16,1,1.0,1.0,176984.34,1,0.6171821
Hsiao,75011-15741078,Female,26-35,Germany,733,33,4,122552.18,2,1.0,1.0,86480.61,0,0.052980132
Okwudiliolisa,36543-15772236,Male,46-60,Germany,730,60,8,167772.02,2,1.0,1.0,57553.62,0,0.13433717
Yobachi,17354-15751208,Male,26-35,France,678,33,2,0.0,2,1.0,0.0,60905.51,0,0.016796945
Whitehouse,104733-15585133,Male,36-45,France,695,38,5,129748.54,1,1.0,0.0,92612.88,0,0.11679383
Milani,17090-15749693,Female,36-45,France,643,40,5,132084.66,1,0.0,1.0,125889.02,0,0.19062908
Smith,11876-15745354,Male,18-25,France,521,25,1,0.0,1,1.0,0.0,51554.58,0,0.27759448
Schneider,10588-15585855,Male,36-45,France,691,36,5,0.0,2,0.0,1.0,40062.29,0,0.015050417
Milne,107984-15654733,Male,46-60,France,794,52,1,0.0,2,0.0,1.0,93336.3,0,0.092360415
Chukwudi,146977-15773891,Male,36-45,Spain,717,36,9,0.0,2,1.0,0.0,40774.01,0,0.023325918
Calabresi,69966-15759991,Male,36-45,France,754,37,8,73070.18,1,1.0,1.0,118863.38,0,0.049255043
Obinna,95544-15776810,Female,36-45,Spain,850,39,8,0.0,1,1.0,1.0,168035.71,0,0.24018265
Palerma,93269-15654531,Female,26-35,Germany,774,30,6,115286.67,2,1.0,0.0,102925.76,0,0.12104097
Fokina,51899-15694859,Female,36-45,France,814,38,8,106414.57,2,0.0,0.0,77500.81,0,0.12967673
Mazzanti,42132-15672428,Male,26-35,Spain,724,35,5,0.0,2,1.0,1.0,65611.01,0,0.00864345
Harker,117830-15791944,Male,26-35,France,696,28,3,175464.85,1,1.0,1.0,131924.38,0,0.066983774
Shao,115762-15694272,Male,26-35,France,623,31,3,127649.64,1,1.0,1.0,40368.65,0,0.04220928
Ts'ao,138799-15772995,Male,26-35,France,529,30,2,116295.29,1,1.0,1.0,75285.47,0,0.043989666
Ch'ang,34861-15705343,Male,36-45,Germany,667,41,4,104149.66,2,0.0,1.0,169286.64,0,0.093522355
Pirozzi,6105-15807595,Male,26-35,Spain,695,34,8,0.0,2,1.0,1.0,88965.84,0,0.006658569
Dickson,123721-15662955,Female,36-45,Spain,782,42,0,0.0,2,0.0,1.0,132943.88,0,0.06484995
Milanesi,51024-15665783,Female,36-45,Germany,733,40,7,90560.3,3,1.0,0.0,43943.09,1,0.9404499
Milanesi,162576-15695129,Male,36-45,Spain,779,36,1,152663.77,1,0.0,0.0,17128.64,0,0.23107545
Bulgakov,104154-15806922,Female,46-60,France,684,46,6,0.0,2,1.0,1.0,49722.34,0,0.068974085
Onyekaozulu,125942-15778190,Female,26-35,France,688,30,8,0.0,2,1.0,0.0,127630.88,0,0.026636727
K?,125787-15603665,Male,26-35,France,676,33,8,0.0,2,1.0,1.0,177622.45,0,0.007874516
McIntosh,98232-15759387,Male,36-45,Germany,674,38,1,101487.18,1,1.0,1.0,75959.1,0,0.119539544
Chukwubuikem,91082-15707861,Male,36-45,France,624,44,2,127818.64,1,1.0,1.0,152499.76,0,0.1516638
T'ien,105109-15652693,Male,26-35,France,615,32,5,0.0,1,1.0,1.0,155786.39,0,0.07924718
Uwakwe,6814-15761600,Male,46-60,France,596,52,6,0.0,2,1.0,0.0,105746.94,0,0.35355258
Rounsevell,122719-15591525,Female,46-60,Spain,680,47,5,0.0,1,1.0,0.0,71139.31,1,0.83266807
Pharr,94939-15676835,Female,36-45,Spain,651,45,3,161757.87,1,0.0,0.0,113645.4,1,0.538701
Wan,48351-15688876,Male,36-45,Spain,605,39,5,0.0,3,0.0,0.0,18826.06,1,0.9060662
Aksyonova,65514-15768342,Male,36-45,France,743,43,2,0.0,2,0.0,1.0,90547.91,0,0.04634614
Shao,31037-15775562,Female,46-60,Germany,726,48,4,122273.32,1,0.0,1.0,175843.52,1,0.77915967
Olisaemeka,94342-15690664,Male,26-35,France,678,32,7,0.0,1,0.0,0.0,18094.96,0,0.21863785
Ts'ui,138569-15785831,Male,26-35,France,729,28,7,0.0,2,1.0,0.0,94544.88,0,0.014524238
Lombardo,124571-15641490,Male,26-35,France,727,30,9,0.0,2,1.0,0.0,116041.05,0,0.014963278
Uspenskaya,129678-15722172,Male,36-45,Spain,713,40,6,0.0,2,1.0,0.0,24677.54,0,0.043955397
Stevenson,163931-15673481,Male,36-45,Spain,656,44,1,0.0,2,0.0,1.0,135077.01,0,0.04576713
Kao,18671-15785290,Male,26-35,France,579,29,9,0.0,1,1.0,0.0,8342.35,0,0.24858923
T'ien,114347-15681409,Male,26-35,France,596,29,3,0.0,2,1.0,1.0,126761.9,0,0.0079988465
Emery,71833-15752488,Female,46-60,Spain,589,46,1,102289.85,1,1.0,1.0,115441.66,0,0.33542997
Hsia,50961-15807312,Female,36-45,France,777,37,5,0.0,2,1.0,1.0,64038.34,0,0.021628361
Kao,67230-15656845,Male,26-35,France,850,30,6,0.0,1,1.0,0.0,115525.24,0,0.14610203
Cawker,106598-15651336,Female,46-60,France,755,47,7,98926.4,1,1.0,0.0,160532.88,1,0.582824
Harper,153423-15571995,Male,26-35,France,775,33,1,118897.1,2,1.0,1.0,26362.4,0,0.028786466
Serena,125576-15612095,Female,36-45,Spain,632,37,6,54817.55,1,1.0,1.0,133210.44,0,0.16341561
Chiganu,163759-15741654,Male,36-45,France,556,37,8,56674.78,1,0.0,0.0,155890.65,0,0.30201647
Nkemjika,159965-15687130,Female,36-45,France,686,43,0,0.0,1,1.0,0.0,170072.9,1,0.7759769
Hsing,73645-15752412,Female,36-45,Spain,584,36,3,0.0,2,0.0,1.0,24802.77,0,0.035018098
Ikedinachukwu,8912-15583597,Male,46-60,Spain,596,47,1,106758.6,1,1.0,1.0,80591.18,0,0.23878084
Roberts,81831-15737025,Male,18-25,France,595,24,7,171922.72,3,0.0,0.0,178028.96,1,0.8028934
Yeh,125910-15582944,Male,18-25,France,678,20,6,0.0,2,1.0,0.0,93568.77,0,0.013209961
Ch'ien,142806-15634501,Male,36-45,France,505,38,9,0.0,1,1.0,0.0,141404.12,0,0.30074567
Remington,8641-15808023,Female,46-60,France,836,59,9,133681.78,1,1.0,1.0,153747.73,0,0.3844201
Zaitsev,130754-15758813,Male,26-35,France,755,33,1,174400.36,1,1.0,1.0,27509.52,0,0.0798158
Fomin,160586-15654733,Female,26-35,France,707,30,5,0.0,2,1.0,0.0,26752.56,0,0.032353587
Hsieh,143463-15765257,Female,26-35,Spain,565,34,4,0.0,2,1.0,1.0,125302.67,0,0.014903436
Jimenez,21029-15740383,Female,36-45,Spain,594,38,10,0.0,1,1.0,0.0,58332.91,1,0.521477
Li Fonti,59529-15579787,Female,46-60,France,553,53,7,0.0,3,0.0,0.0,172524.71,1,0.9590731
Sergeyeva,37462-15617331,Male,26-35,France,695,30,2,0.0,2,1.0,1.0,88695.19,0,0.0067406814
Milanesi,116449-15575060,Male,36-45,Spain,695,38,3,0.0,2,1.0,1.0,122021.36,0,0.0108932145
Ni,94922-15727291,Male,60+,France,549,62,9,108691.95,1,0.0,1.0,147545.65,0,0.2618167
DeRose,107259-15714057,Male,26-35,Spain,711,35,1,0.0,1,1.0,0.0,105760.72,0,0.2176217
McCulloch,161479-15752601,Female,36-45,France,537,38,7,0.0,2,1.0,1.0,102233.73,0,0.022985881
P'eng,7846-15782998,Male,36-45,France,635,39,5,153040.41,1,1.0,0.0,25310.82,0,0.18019848
Lo,89708-15636444,Male,36-45,Germany,758,41,10,96693.66,2,1.0,0.0,167873.49,0,0.13452664
Iweobiegbunam,140610-15757897,Male,36-45,Germany,622,38,6,77910.23,2,1.0,1.0,28789.94,0,0.032691833
Kao,107100-15732270,Female,26-35,France,613,30,0,111071.36,1,1.0,1.0,73275.96,0,0.07856265
Chukwufumnanya,88098-15625716,Female,26-35,Spain,619,29,2,113913.53,1,0.0,0.0,97593.16,0,0.20526838
Ch'ien,6372-15744279,Female,26-35,Germany,579,29,6,117028.69,2,0.0,1.0,105986.33,0,0.082639866
Caffyn,42851-15702912,Male,26-35,Germany,641,32,8,127543.11,2,1.0,1.0,181490.42,0,0.03208169
Jamieson,101442-15682618,Female,26-35,France,685,31,4,111855.04,2,1.0,1.0,36278.89,0,0.033876944
Han,116197-15635459,Female,36-45,France,697,44,8,98444.19,1,1.0,0.0,61312.15,0,0.39850992
Mazzi,58667-15789432,Male,26-35,France,451,29,6,0.0,2,1.0,1.0,184954.11,0,0.01097746
Yobanna,23508-15609558,Male,36-45,France,597,41,5,0.0,1,1.0,0.0,80552.11,0,0.44392663
Onwuka,131219-15737782,Male,36-45,France,579,41,9,129974.79,1,1.0,0.0,114092.99,0,0.19968943
Dickinson,92645-15622532,Male,46-60,Germany,516,46,7,92618.62,1,1.0,1.0,101178.85,0,0.4343345
Maslov,104465-15639368,Female,26-35,France,730,26,1,106486.66,2,1.0,1.0,71638.0,0,0.03757994
Lettiere,108172-15642336,Female,36-45,Germany,661,42,9,145980.23,2,1.0,0.0,56636.28,0,0.24172303
Chukwudi,140539-15787825,Female,36-45,Spain,583,41,4,89299.81,1,0.0,0.0,107890.69,0,0.3621582
Mullah,125027-15674932,Female,46-60,Spain,757,52,2,0.0,2,1.0,0.0,119969.99,0,0.48923537
Iadanza,30040-15773605,Female,26-35,Spain,781,34,3,0.0,2,1.0,0.0,46175.7,0,0.04232524
T'ang,150188-15702571,Male,26-35,France,635,35,2,0.0,2,1.0,1.0,45422.35,0,0.008973505
Pisani,104990-15599452,Female,26-35,France,755,26,5,0.0,1,1.0,0.0,175028.74,0,0.3177129
Hsing,94092-15744593,Male,26-35,Germany,738,35,7,142028.88,3,1.0,0.0,177622.38,1,0.91366345
Nkemakolam,106836-15609637,Male,46-60,France,579,51,7,0.0,1,1.0,0.0,43496.36,1,0.86194897
Jamieson,122490-15620030,Male,26-35,France,744,29,1,0.0,2,0.0,0.0,82422.97,0,0.021940185
Martin,104928-15770091,Male,46-60,France,588,46,8,0.0,1,1.0,0.0,131804.64,1,0.792911
Martin,11012-15803909,Male,26-35,Spain,679,34,4,123401.58,1,1.0,0.0,177738.0,0,0.10270155
Ch'ang,138167-15636023,Female,36-45,France,671,39,10,0.0,2,1.0,0.0,28157.34,0,0.057248313
Ch'ien,77719-15769915,Female,36-45,Germany,594,43,1,131101.13,1,0.0,1.0,97922.85,1,0.6046098
Brothers,126902-15728078,Female,26-35,Spain,804,28,7,0.0,2,0.0,0.0,164213.53,0,0.044457566
T'ien,39826-15583840,Male,36-45,Germany,593,44,5,108465.65,2,1.0,1.0,132418.59,0,0.123180486
Ingram,147041-15741092,Male,26-35,Spain,671,34,8,153360.02,1,1.0,0.0,140509.86,0,0.08599739
Zito,19462-15674551,Male,26-35,France,765,34,5,0.0,2,1.0,0.0,104220.5,0,0.014849964
Chiu,139598-15793949,Male,46-60,Germany,661,48,4,114510.65,1,1.0,0.0,64872.52,1,0.83574134
Chukwualuka,10714-15719348,Male,26-35,Germany,547,33,6,143360.34,2,0.0,0.0,127616.48,0,0.093214326
Pisani,164521-15568326,Female,36-45,Germany,705,45,5,134760.21,2,1.0,0.0,173450.58,0,0.4240578
P'an,101451-15769005,Male,60+,France,637,67,6,0.0,1,1.0,1.0,128521.16,0,0.2541466
Ch'iu,162367-15644796,Male,26-35,Spain,678,35,8,144801.97,1,1.0,0.0,91565.25,0,0.09139396
Onyinyechukwuka,116955-15692226,Male,36-45,France,580,39,9,0.0,2,1.0,1.0,55775.72,0,0.01708462
Udegbulam,56147-15731117,Female,46-60,Germany,687,46,6,94415.02,1,0.0,0.0,173882.25,1,0.8443553
Onyemere,75258-15679075,Male,36-45,France,701,41,8,107798.85,1,1.0,1.0,16966.73,0,0.086302094
Bruno,105769-15807961,Female,36-45,France,619,38,4,0.0,1,1.0,1.0,145524.36,0,0.28144628
McLean,157960-15741652,Male,36-45,Spain,600,37,10,0.0,2,1.0,1.0,77142.85,0,0.010375302
Arnold,25026-15731751,Female,36-45,Germany,572,41,4,146466.46,1,0.0,0.0,180934.67,1,0.69036716
T'ien,160151-15698510,Male,46-60,Spain,584,46,1,0.0,2,0.0,1.0,94488.41,0,0.059527706
Yobachukwu,97105-15621821,Male,46-60,Spain,594,52,3,0.0,1,0.0,1.0,69056.26,1,0.5767539
Arcuri,76968-15689952,Female,36-45,France,461,40,4,0.0,2,0.0,1.0,176547.8,0,0.05692796
Rowley,43956-15637646,Female,18-25,France,651,18,9,122647.32,1,1.0,0.0,61666.87,0,0.18042429
McIntosh,44925-15686588,Male,26-35,France,707,35,1,0.0,1,1.0,1.0,167969.19,0,0.1034156
Baresi,126901-15659364,Female,26-35,France,850,29,9,0.0,2,1.0,1.0,137020.96,0,0.01668299
Nwankwo,158862-15657535,Female,26-35,France,750,31,1,0.0,2,1.0,1.0,138370.78,0,0.016669855
Hodge,51598-15702601,Female,26-35,Spain,616,32,3,0.0,2,1.0,1.0,172678.73,0,0.016266882
Fennell,72466-15744279,Male,36-45,France,549,41,4,132576.65,1,1.0,0.0,50771.77,0,0.24452288
Isayev,8667-15593601,Male,26-35,France,710,34,6,133598.4,1,1.0,1.0,13107.24,0,0.04526424
Kung,18469-15733261,Female,26-35,France,427,29,1,141325.56,1,1.0,0.0,93835.64,0,0.19000082
Tan,149803-15624781,Male,36-45,France,845,37,9,0.0,2,1.0,1.0,160129.99,0,0.01452858
Yermakov,6519-15705890,Female,26-35,France,674,34,4,0.0,2,1.0,0.0,147059.16,0,0.02811835
Jibunoh,39531-15631681,Female,36-45,Spain,559,39,4,0.0,2,1.0,0.0,85523.24,0,0.07430797
Liao,95089-15772423,Male,36-45,France,638,38,5,0.0,2,1.0,1.0,198929.84,0,0.013484517
Ch'eng,149279-15643048,Female,36-45,Germany,622,44,5,151218.98,1,1.0,0.0,141075.86,1,0.79064363
Ijendu,18535-15797787,Female,36-45,France,726,37,9,0.0,1,0.0,1.0,133031.96,0,0.26010954
Chidimma,70580-15675431,Female,26-35,France,563,32,6,0.0,2,1.0,1.0,36536.93,0,0.013297947
Udegbulam,100247-15690540,Female,60+,Germany,638,64,3,109199.25,1,0.0,0.0,173870.39,1,0.9147711
Scott,124776-15781598,Male,26-35,France,651,34,4,0.0,2,1.0,1.0,93713.97,0,0.0071902713
Marino,133414-15636756,Male,18-25,France,516,23,2,0.0,2,1.0,0.0,189613.12,0,0.02154723
K'ung,115538-15744843,Female,26-35,Spain,528,34,9,144855.34,1,0.0,0.0,196555.32,0,0.2107014
Holden,46296-15689886,Male,36-45,Spain,746,37,7,168066.87,2,1.0,0.0,35450.53,0,0.06721776
Tao,70101-15737647,Female,26-35,France,410,35,6,117183.74,1,1.0,0.0,109733.73,0,0.24469201
Okonkwo,56976-15591179,Female,26-35,France,600,32,5,98877.95,1,0.0,1.0,132973.21,0,0.07240343
Ts'ao,65674-15583692,Male,26-35,Spain,752,28,8,0.0,2,1.0,1.0,87951.84,0,0.00781177
Babbage,38264-15771586,Male,36-45,Germany,794,43,8,129818.71,1,1.0,0.0,131778.53,1,0.62498784
Brown,9475-15596414,Female,36-45,Spain,685,40,4,68639.57,1,1.0,0.0,168002.31,0,0.3476821
Clark,26517-15710111,Male,26-35,France,742,33,1,0.0,2,0.0,0.0,38550.4,0,0.024845857
Fennescey,69963-15789865,Male,36-45,Spain,692,41,1,0.0,2,0.0,1.0,100236.03,0,0.022918627
Hs?eh,148788-15626452,Male,36-45,France,738,36,2,0.0,2,0.0,0.0,154700.96,0,0.03445928
Palmer,102197-15761141,Female,36-45,Spain,590,43,9,0.0,2,1.0,1.0,143628.31,0,0.059120107
Watson,60117-15665177,Male,26-35,France,613,34,1,0.0,2,0.0,1.0,136491.72,0,0.011759897
Martin,99391-15769005,Male,36-45,France,583,36,9,0.0,2,1.0,0.0,175544.76,0,0.024761673
Chidubem,55576-15618661,Female,26-35,France,547,30,6,103804.97,2,1.0,1.0,125710.53,0,0.03696847
Hsia,117697-15646535,Female,36-45,France,635,39,9,0.0,1,0.0,0.0,175071.12,1,0.6353846
Chukwuebuka,150704-15639117,Female,46-60,Germany,733,52,6,127553.06,2,1.0,0.0,129964.94,1,0.7637342
Iweobiegbunam,143434-15793331,Male,36-45,France,743,42,3,117880.27,1,1.0,0.0,113046.21,0,0.31049198
Lettiere,44746-15705890,Male,26-35,Germany,528,34,0,127631.62,1,0.0,1.0,182038.6,0,0.19335926
Ndubuagha,138013-15586970,Female,60+,Spain,647,61,9,132412.38,1,0.0,1.0,52879.31,0,0.31637067
Pagnotto,35771-15792668,Female,26-35,France,667,35,4,0.0,2,1.0,1.0,172668.39,0,0.01682146
Kao,127116-15777045,Female,36-45,Germany,602,37,5,123386.39,2,1.0,0.0,199661.45,0,0.20868966
Cremonesi,139135-15709142,Female,26-35,France,583,33,1,0.0,3,1.0,0.0,107875.1,1,0.72492117
Chiawuotu,134327-15596671,Male,36-45,France,645,42,5,142856.25,1,0.0,1.0,147539.55,0,0.11708047
Young,82041-15812482,Male,26-35,France,575,33,3,0.0,2,1.0,0.0,99843.98,0,0.016641207
Bibi,54047-15615126,Male,36-45,France,823,42,8,0.0,2,0.0,0.0,72155.85,0,0.058937676
Onyemauchechukwu,68313-15677764,Female,26-35,France,567,33,3,117444.51,1,1.0,0.0,138399.67,0,0.17740396
Udobata,16998-15602844,Male,36-45,France,682,37,6,121818.84,2,1.0,0.0,63833.09,0,0.053630456
Watson,140716-15751022,Male,36-45,France,710,37,3,0.0,2,1.0,1.0,28368.37,0,0.012505235
Genovese,138208-15779497,Male,46-60,Spain,632,56,2,125927.51,1,1.0,1.0,172450.04,0,0.3643854
Efremov,130856-15669401,Male,18-25,France,699,25,4,109196.68,1,1.0,1.0,124536.56,0,0.04217336
Nwankwo,157124-15694192,Male,36-45,France,598,38,8,0.0,2,1.0,0.0,173783.38,0,0.024247097
Kao,30646-15633474,Female,36-45,Germany,567,42,3,127032.17,1,1.0,0.0,85827.6,1,0.74748164
Lo,29837-15616122,Male,26-35,France,659,30,4,0.0,2,1.0,0.0,93844.82,0,0.017110987
P'eng,305-15586800,Male,26-35,France,543,35,7,0.0,2,0.0,1.0,56767.91,0,0.014197752
Udegbunam,7356-15644280,Male,36-45,France,644,45,9,138825.19,1,0.0,0.0,10828.78,0,0.41682237
Trevisan,139294-15586976,Female,36-45,Germany,751,39,4,120165.59,2,0.0,0.0,157549.96,0,0.2798142
Obialo,99805-15603849,Female,36-45,Spain,584,39,7,0.0,2,1.0,0.0,101382.86,0,0.061377004
Mancini,82588-15593636,Female,18-25,Spain,524,20,4,0.0,2,0.0,0.0,26900.29,0,0.069643304
Carr,106838-15795571,Male,46-60,Spain,678,47,6,0.0,2,1.0,1.0,55725.04,0,0.045956183
Echezonachukwu,147288-15660608,Male,18-25,France,586,23,6,109783.69,1,1.0,1.0,25310.82,0,0.054058526
Chieloka,21975-15766896,Male,36-45,France,750,37,5,0.0,2,1.0,0.0,16870.2,0,0.035284493
Hs?eh,68733-15756680,Male,36-45,France,730,37,10,0.0,2,1.0,1.0,142210.94,0,0.01150285
Hs?,86120-15572394,Female,26-35,Spain,679,32,1,0.0,2,1.0,0.0,181695.85,0,0.032270554
Morley,66341-15712877,Male,36-45,France,724,37,1,0.0,2,1.0,0.0,52462.25,0,0.028634062
Onwuamaeze,20275-15665760,Female,26-35,France,731,31,7,0.0,2,1.0,0.0,176763.71,0,0.030325102
Hsueh,48293-15766185,Female,18-25,France,698,23,2,0.0,2,1.0,0.0,138736.58,0,0.037405435
Yao,22296-15724269,Female,18-25,France,670,25,3,0.0,2,1.0,1.0,154767.34,0,0.014360695
Dettmann,67818-15662578,Female,36-45,Germany,623,40,2,130661.96,1,1.0,1.0,105642.43,0,0.3823604
Ch'ang,18258-15581551,Male,36-45,Germany,604,36,5,80569.73,1,1.0,0.0,164815.59,0,0.2805064
Fang,70870-15726557,Female,26-35,France,648,33,4,138857.59,1,1.0,0.0,93629.66,0,0.14621808
Brennan,102997-15771540,Male,36-45,Germany,681,40,7,109327.65,1,1.0,0.0,180345.44,1,0.52908957
Brown,19447-15751477,Female,36-45,Spain,710,36,3,0.0,2,1.0,0.0,85985.64,0,0.041217532
Shubin,95049-15684951,Female,36-45,France,635,43,9,0.0,2,1.0,0.0,123860.28,0,0.18191627
Ijendu,145795-15721426,Male,26-35,France,751,33,6,0.0,2,0.0,1.0,62449.07,0,0.010093979
Pirozzi,51037-15682944,Female,26-35,France,662,27,10,0.0,2,1.0,1.0,102280.8,0,0.014102909
Hsia,129347-15574783,Female,26-35,Spain,479,32,2,0.0,2,1.0,0.0,126517.97,0,0.04453099
Ugorji,145387-15757577,Male,36-45,France,628,37,2,0.0,2,0.0,0.0,123866.43,0,0.0334578
P'eng,144193-15571529,Male,26-35,France,637,32,6,0.0,2,1.0,1.0,142331.85,0,0.007052516
Chukwuraenye,68007-15748947,Female,46-60,France,585,48,5,95858.37,1,1.0,1.0,68255.88,0,0.35550365
Teng,83216-15693817,Female,26-35,Spain,614,29,5,0.0,2,1.0,0.0,48382.4,0,0.037103236
Holmes,138811-15642726,Male,26-35,France,682,31,8,116099.82,2,1.0,0.0,148055.87,0,0.046532117
Hsu,16259-15667633,Male,26-35,France,771,29,7,119714.75,1,0.0,0.0,131917.94,0,0.08608406
McIntyre,145237-15651022,Male,36-45,France,525,42,10,0.0,1,0.0,0.0,121505.61,1,0.60534644
Shih,15927-15676966,Male,36-45,France,637,45,1,144258.52,1,1.0,1.0,76637.38,0,0.14834453
Hao,99287-15658852,Female,36-45,France,613,38,10,123936.97,1,1.0,0.0,121207.66,0,0.24281861
Yeh,70570-15762455,Male,36-45,Spain,624,37,6,0.0,2,0.0,1.0,170819.01,0,0.017111098
Martin,39470-15781347,Male,26-35,Germany,487,30,7,141616.55,2,1.0,0.0,43915.54,0,0.09264372
H?,138488-15596074,Male,26-35,France,611,35,2,123873.17,1,1.0,0.0,63795.33,0,0.12807071
Kerr,16994-15768137,Female,36-45,France,623,37,2,0.0,2,0.0,1.0,116971.05,0,0.03136173
Ayers,73412-15672299,Male,60+,France,721,67,5,0.0,2,1.0,1.0,103713.93,0,0.027027946
Rizzo,35917-15658890,Female,36-45,France,667,39,8,0.0,2,1.0,0.0,61313.51,0,0.04971535
Tuan,3673-15660211,Female,36-45,France,484,43,2,0.0,1,1.0,1.0,70534.0,1,0.51585984
Hargreaves,72044-15641575,Male,36-45,France,571,42,0,141175.04,1,1.0,0.0,122547.01,0,0.2903077
Trevisani,82959-15738497,Male,26-35,Spain,716,31,9,0.0,2,1.0,0.0,168816.24,0,0.015610686
Tien,44395-15659495,Male,46-60,France,684,58,1,0.0,2,1.0,0.0,141069.28,0,0.3688489
Maclean,41578-15626491,Female,46-60,Spain,715,46,2,0.0,2,1.0,0.0,143665.44,0,0.27691823
Kao,114520-15806945,Male,26-35,Spain,694,28,1,0.0,2,1.0,1.0,73329.08,0,0.00841165
Ewing,131632-15746422,Male,26-35,Germany,683,34,5,133801.58,1,1.0,0.0,172501.22,0,0.2418229
Hsieh,26504-15721336,Male,26-35,France,754,30,6,0.0,2,0.0,0.0,38773.82,0,0.022486188
Chukwualuka,163436-15751554,Male,46-60,Germany,544,47,4,143350.47,1,1.0,0.0,64515.5,1,0.8053106
Russo,57513-15674254,Female,36-45,France,596,42,2,0.0,2,0.0,1.0,171463.83,0,0.06282285
Yermakova,10705-15572390,Female,26-35,France,696,33,6,101609.01,1,0.0,1.0,168469.73,0,0.08167352
Chiedozie,26662-15572073,Female,46-60,France,488,57,3,0.0,1,1.0,0.0,12761.65,1,0.8637742
Ch'iu,3412-15576094,Male,26-35,France,653,35,4,0.0,2,1.0,1.0,7861.68,0,0.010203837
Bryant,34650-15672185,Female,46-60,France,650,47,1,147341.43,1,0.0,0.0,157458.61,1,0.6661934
Tsui,76431-15745080,Male,36-45,France,794,39,6,0.0,2,0.0,0.0,12266.06,0,0.049491033
Onyeoruru,132248-15802741,Male,26-35,France,605,26,0,0.0,2,1.0,0.0,115337.23,0,0.017911917
Venables,6561-15809509,Male,26-35,France,699,28,1,0.0,2,1.0,1.0,151645.96,0,0.007767001
Ts'ui,37544-15748625,Male,36-45,Germany,613,43,5,118311.76,3,1.0,1.0,53534.8,1,0.8594493
Onyemachukwu,39095-15777772,Female,36-45,France,628,36,2,0.0,2,1.0,0.0,103932.58,0,0.049635105
Ch'ien,74889-15598744,Female,26-35,Germany,789,29,7,151607.56,2,1.0,0.0,4389.4,0,0.12886147
Ting,156379-15632848,Male,36-45,France,706,38,2,135095.47,1,1.0,0.0,147075.69,0,0.11596773
Milne,4843-15649060,Female,26-35,Germany,727,28,3,82729.47,2,1.0,0.0,72985.61,0,0.08329358
Azubuike,5410-15583371,Male,46-60,Germany,552,46,8,178317.6,1,1.0,1.0,197428.64,0,0.4544585
Gregory,92259-15581229,Female,26-35,Germany,502,32,1,173340.83,1,0.0,0.0,122763.95,0,0.47922623
Shih,157454-15593331,Female,46-60,Spain,637,47,6,155766.05,1,1.0,0.0,171552.02,1,0.7090554
Ch'ien,12915-15674929,Male,36-45,Germany,589,44,5,92526.15,2,1.0,0.0,136902.01,0,0.23229733
O'Sullivan,158763-15791268,Male,26-35,Germany,628,29,10,153366.63,2,1.0,1.0,138380.69,0,0.02607264
Ch'eng,30701-15732621,Female,18-25,Germany,681,22,5,109493.62,2,1.0,1.0,158853.98,0,0.07457848
Hirst,20899-15767594,Female,26-35,France,543,32,8,0.0,2,1.0,1.0,49480.66,0,0.015638055
Hs?,113955-15642996,Female,36-45,France,677,41,6,0.0,1,1.0,1.0,176925.69,0,0.35811985
Trevisano,87052-15731463,Female,46-60,France,677,46,2,0.0,2,0.0,0.0,163440.8,0,0.28307408
Rose,15855-15748595,Male,26-35,France,628,31,9,155978.17,1,0.0,1.0,72350.17,0,0.048358534
